,technology,node,time_storage_level,value_scenario_,value_scenario_DemandMet,value_scenario_FastDiffusion,value_scenario_Recycling,value_scenario_SelfSuff40,value_scenario_Tariffs
253,Bauxite_storage,ITA,1,0.0,0.0,0.0,0.0,0.0,0.0
254,Bauxite_storage,ITA,2,0.0,0.0,0.0,0.0,0.0,0.0
255,Bauxite_storage,ITA,3,0.0,0.0,0.0,0.0,0.0,0.0
256,Bauxite_storage,ITA,4,0.0,0.0,0.0,0.0,0.0,0.0
257,Bauxite_storage,ITA,5,0.0,0.0,0.0,0.0,0.0,0.0
258,Bauxite_storage,ITA,6,0.0,0.0,0.0,0.0,0.0,0.0
259,Bauxite_storage,ITA,7,0.0,0.0,0.0,0.0,0.0,0.0
260,Bauxite_storage,ITA,8,0.0,0.0,0.0,0.0,0.0,0.0
261,Bauxite_storage,ITA,9,0.0,0.0,0.0,0.0,0.0,0.0
262,Bauxite_storage,ITA,10,0.0,0.0,0.0,0.0,0.0,0.0
263,Bauxite_storage,ITA,11,0.0,0.0,0.0,0.0,0.0,0.0
264,Bauxite_storage,ITA,12,0.0,0.0,0.0,0.0,0.0,0.0
265,Bauxite_storage,ITA,13,0.0,0.0,0.0,0.0,0.0,0.0
266,Bauxite_storage,JPN,0,0.0,0.0,0.0,0.0,0.0,0.0
267,Bauxite_storage,JPN,1,0.0,0.0,0.0,0.0,0.0,0.0
268,Bauxite_storage,JPN,2,0.0,0.0,0.0,0.0,0.0,0.0
269,Bauxite_storage,JPN,3,0.0,0.0,0.0,0.0,0.0,0.0
270,Bauxite_storage,JPN,4,0.0,0.0,0.0,0.0,0.0,0.0
271,Bauxite_storage,JPN,5,0.0,0.0,0.0,0.0,0.0,0.0
272,Bauxite_storage,JPN,6,0.0,0.0,0.0,0.0,0.0,0.0
273,Bauxite_storage,JPN,7,0.0,0.0,0.0,0.0,0.0,0.0
274,Bauxite_storage,JPN,8,0.0,0.0,0.0,0.0,0.0,0.0
275,Bauxite_storage,JPN,9,0.0,0.0,0.0,0.0,0.0,0.0
276,Bauxite_storage,JPN,10,0.0,0.0,0.0,0.0,0.0,0.0
277,Bauxite_storage,JPN,11,0.0,0.0,0.0,0.0,0.0,0.0
278,Bauxite_storage,JPN,12,0.0,0.0,0.0,0.0,0.0,0.0
279,Bauxite_storage,JPN,13,0.0,0.0,0.0,0.0,0.0,0.0
280,Bauxite_storage,KOR,0,0.0,0.0,0.0,0.0,0.0,0.0
281,Bauxite_storage,KOR,1,0.0,0.0,0.0,0.0,0.0,0.0
282,Bauxite_storage,KOR,2,0.0,0.0,0.0,0.0,0.0,0.0
283,Bauxite_storage,KOR,3,0.0,0.0,0.0,0.0,0.0,0.0
284,Bauxite_storage,KOR,4,0.0,0.0,0.0,0.0,0.0,0.0
285,Bauxite_storage,KOR,5,0.0,0.0,0.0,0.0,0.0,0.0
286,Bauxite_storage,KOR,6,0.0,0.0,0.0,0.0,0.0,0.0
287,Bauxite_storage,KOR,7,0.0,0.0,0.0,0.0,0.0,0.0
288,Bauxite_storage,KOR,8,0.0,0.0,0.0,0.0,0.0,0.0
289,Bauxite_storage,KOR,9,0.0,0.0,0.0,0.0,0.0,0.0
290,Bauxite_storage,KOR,10,0.0,0.0,0.0,0.0,0.0,0.0
291,Bauxite_storage,KOR,11,0.0,0.0,0.0,0.0,0.0,0.0
292,Bauxite_storage,KOR,12,0.0,0.0,0.0,0.0,0.0,0.0
293,Bauxite_storage,KOR,13,0.0,0.0,0.0,0.0,0.0,0.0
294,Bauxite_storage,ROE,0,0.0,0.0,0.0,0.0,0.0,0.0
295,Bauxite_storage,ROE,1,0.0,0.0,0.0,0.0,0.0,0.0
296,Bauxite_storage,ROE,2,0.0,0.0,0.0,0.0,0.0,0.0
297,Bauxite_storage,ROE,3,0.0,0.0,0.0,0.0,0.0,0.0
298,Bauxite_storage,ROE,4,0.0,0.0,0.0,0.0,0.0,0.0
299,Bauxite_storage,ROE,5,0.0,0.0,0.0,0.0,0.0,0.0
300,Bauxite_storage,ROE,6,0.0,0.0,0.0,0.0,0.0,0.0
301,Bauxite_storage,ROE,7,0.0,0.0,0.0,0.0,0.0,0.0
302,Bauxite_storage,ROE,8,0.0,0.0,0.0,0.0,0.0,0.0
303,Bauxite_storage,ROE,9,0.0,0.0,0.0,0.0,0.0,0.0
304,Bauxite_storage,ROE,10,0.0,0.0,0.0,0.0,0.0,0.0
305,Bauxite_storage,ROE,11,0.0,0.0,0.0,0.0,0.0,0.0
306,Bauxite_storage,ROE,12,0.0,0.0,0.0,0.0,0.0,0.0
307,Bauxite_storage,ROE,13,0.0,0.0,0.0,0.0,0.0,0.0
308,Bauxite_storage,ROW,0,0.0,0.0,0.0,0.0,0.0,0.0
309,Bauxite_storage,ROW,1,0.0,0.0,0.0,0.0,0.0,0.0
310,Bauxite_storage,ROW,2,0.0,0.0,0.0,0.0,0.0,0.0
311,Bauxite_storage,ROW,3,0.0,0.0,0.0,0.0,0.0,0.0
312,Bauxite_storage,ROW,4,0.0,0.0,0.0,0.0,0.0,0.0
313,Bauxite_storage,ROW,5,0.0,0.0,0.0,0.0,0.0,0.0
314,Bauxite_storage,ROW,6,0.0,0.0,0.0,0.0,0.0,0.0
315,Bauxite_storage,ROW,7,0.0,0.0,0.0,0.0,0.0,0.0
316,Bauxite_storage,ROW,8,0.0,0.0,0.0,0.0,0.0,0.0
317,Bauxite_storage,ROW,9,0.0,0.0,0.0,0.0,0.0,0.0
318,Bauxite_storage,ROW,10,0.0,0.0,0.0,0.0,0.0,0.0
319,Bauxite_storage,ROW,11,0.0,0.0,0.0,0.0,0.0,0.0
320,Bauxite_storage,ROW,12,0.0,0.0,0.0,0.0,0.0,0.0
321,Bauxite_storage,ROW,13,0.0,0.0,0.0,0.0,0.0,0.0
322,Bauxite_storage,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
323,Bauxite_storage,USA,1,0.0,0.0,0.0,0.0,0.0,0.0
324,Bauxite_storage,USA,2,0.0,0.0,0.0,0.0,0.0,0.0
325,Bauxite_storage,USA,3,0.0,0.0,0.0,0.0,0.0,0.0
326,Bauxite_storage,USA,4,0.0,0.0,0.0,0.0,0.0,0.0
