,on_off_technologies,on_off_capacity_types,on_off_locations,on_off_time_steps_operation,value_scenario_,value_scenario_DemandMet,value_scenario_FastDiffusion,value_scenario_Recycling,value_scenario_SelfSuff40,value_scenario_Tariffs
45,Aluminium_production,power,CHN,3,1.0,1.0,1.0,1.0,1.0,1.0
46,Aluminium_production,power,CHN,4,1.0,1.0,1.0,1.0,1.0,1.0
47,Aluminium_production,power,CHN,5,1.0,1.0,1.0,1.0,1.0,1.0
48,Aluminium_production,power,CHN,6,1.0,1.0,1.0,1.0,1.0,1.0
49,Aluminium_production,power,CHN,7,1.0,1.0,1.0,1.0,1.0,1.0
50,Aluminium_production,power,CHN,8,1.0,1.0,1.0,1.0,1.0,1.0
51,Aluminium_production,power,CHN,9,1.0,1.0,1.0,1.0,1.0,1.0
52,Aluminium_production,power,CHN,10,1.0,1.0,1.0,1.0,1.0,1.0
53,Aluminium_production,power,CHN,11,1.0,1.0,1.0,1.0,1.0,1.0
54,Aluminium_production,power,CHN,12,1.0,1.0,1.0,1.0,1.0,1.0
55,Aluminium_production,power,CHN,13,1.0,1.0,1.0,1.0,1.0,1.0
56,Aluminium_production,power,CZE,0,1.0,1.0,1.0,1.0,1.0,1.0
57,Aluminium_production,power,CZE,1,1.0,1.0,1.0,1.0,1.0,1.0
58,Aluminium_production,power,CZE,2,1.0,1.0,1.0,1.0,1.0,1.0
59,Aluminium_production,power,CZE,3,1.0,1.0,1.0,1.0,1.0,1.0
60,Aluminium_production,power,CZE,4,1.0,1.0,1.0,1.0,1.0,1.0
61,Aluminium_production,power,CZE,5,1.0,1.0,1.0,1.0,1.0,1.0
62,Aluminium_production,power,CZE,6,1.0,1.0,1.0,1.0,1.0,1.0
63,Aluminium_production,power,CZE,7,1.0,1.0,1.0,1.0,1.0,1.0
64,Aluminium_production,power,CZE,8,1.0,1.0,1.0,1.0,1.0,1.0
65,Aluminium_production,power,CZE,9,1.0,1.0,1.0,1.0,1.0,1.0
66,Aluminium_production,power,CZE,10,1.0,1.0,1.0,1.0,1.0,1.0
67,Aluminium_production,power,CZE,11,1.0,1.0,1.0,1.0,1.0,1.0
68,Aluminium_production,power,CZE,12,1.0,1.0,1.0,1.0,1.0,1.0
69,Aluminium_production,power,CZE,13,1.0,1.0,1.0,1.0,1.0,1.0
70,Aluminium_production,power,DEU,0,1.0,1.0,1.0,1.0,1.0,1.0
71,Aluminium_production,power,DEU,1,1.0,1.0,1.0,1.0,1.0,1.0
72,Aluminium_production,power,DEU,2,1.0,1.0,1.0,1.0,1.0,1.0
73,Aluminium_production,power,DEU,3,1.0,1.0,1.0,1.0,1.0,1.0
74,Aluminium_production,power,DEU,4,1.0,1.0,1.0,1.0,1.0,1.0
75,Aluminium_production,power,DEU,5,1.0,1.0,1.0,1.0,1.0,1.0
76,Aluminium_production,power,DEU,6,1.0,1.0,1.0,1.0,1.0,1.0
77,Aluminium_production,power,DEU,7,1.0,1.0,1.0,1.0,1.0,1.0
78,Aluminium_production,power,DEU,8,1.0,1.0,1.0,1.0,1.0,1.0
79,Aluminium_production,power,DEU,9,1.0,1.0,1.0,1.0,1.0,1.0
80,Aluminium_production,power,DEU,10,1.0,1.0,1.0,1.0,1.0,1.0
81,Aluminium_production,power,DEU,11,1.0,1.0,1.0,1.0,1.0,1.0
82,Aluminium_production,power,DEU,12,1.0,1.0,1.0,1.0,1.0,1.0
83,Aluminium_production,power,DEU,13,1.0,1.0,1.0,1.0,1.0,1.0
84,Aluminium_production,power,ITA,0,1.0,1.0,1.0,1.0,1.0,1.0
85,Aluminium_production,power,ITA,1,1.0,1.0,1.0,1.0,1.0,1.0
86,Aluminium_production,power,ITA,2,1.0,1.0,1.0,1.0,1.0,1.0
87,Aluminium_production,power,ITA,3,1.0,1.0,1.0,1.0,1.0,1.0
88,Aluminium_production,power,ITA,4,1.0,1.0,1.0,1.0,1.0,1.0
89,Aluminium_production,power,ITA,5,1.0,1.0,1.0,1.0,1.0,1.0
90,Aluminium_production,power,ITA,6,1.0,1.0,1.0,1.0,1.0,1.0
91,Aluminium_production,power,ITA,7,1.0,1.0,1.0,1.0,1.0,1.0
92,Aluminium_production,power,ITA,8,1.0,1.0,1.0,1.0,1.0,1.0
93,Aluminium_production,power,ITA,9,1.0,1.0,1.0,1.0,1.0,1.0
94,Aluminium_production,power,ITA,10,1.0,1.0,1.0,1.0,1.0,1.0
95,Aluminium_production,power,ITA,11,1.0,1.0,1.0,1.0,1.0,1.0
96,Aluminium_production,power,ITA,12,1.0,1.0,1.0,1.0,1.0,1.0
97,Aluminium_production,power,ITA,13,1.0,1.0,1.0,1.0,1.0,1.0
98,Aluminium_production,power,JPN,0,1.0,1.0,1.0,1.0,1.0,1.0
99,Aluminium_production,power,JPN,1,1.0,1.0,1.0,1.0,1.0,1.0
100,Aluminium_production,power,JPN,2,1.0,1.0,1.0,1.0,1.0,1.0
101,Aluminium_production,power,JPN,3,1.0,1.0,1.0,1.0,1.0,1.0
102,Aluminium_production,power,JPN,4,1.0,1.0,1.0,1.0,1.0,1.0
103,Aluminium_production,power,JPN,5,1.0,1.0,1.0,1.0,1.0,1.0
104,Aluminium_production,power,JPN,6,1.0,1.0,1.0,1.0,1.0,1.0
105,Aluminium_production,power,JPN,7,1.0,1.0,1.0,1.0,1.0,1.0
106,Aluminium_production,power,JPN,8,1.0,1.0,1.0,1.0,1.0,1.0
107,Aluminium_production,power,JPN,9,1.0,1.0,1.0,1.0,1.0,1.0
108,Aluminium_production,power,JPN,10,1.0,1.0,1.0,1.0,1.0,1.0
109,Aluminium_production,power,JPN,11,1.0,1.0,1.0,1.0,1.0,1.0
110,Aluminium_production,power,JPN,12,1.0,1.0,1.0,1.0,1.0,1.0
111,Aluminium_production,power,JPN,13,1.0,1.0,1.0,1.0,1.0,1.0
112,Aluminium_production,power,KOR,0,1.0,1.0,1.0,1.0,1.0,1.0
113,Aluminium_production,power,KOR,1,1.0,1.0,1.0,1.0,1.0,1.0
114,Aluminium_production,power,KOR,2,1.0,1.0,1.0,1.0,1.0,1.0
115,Aluminium_production,power,KOR,3,1.0,1.0,1.0,1.0,1.0,1.0
116,Aluminium_production,power,KOR,4,1.0,1.0,1.0,1.0,1.0,1.0
117,Aluminium_production,power,KOR,5,1.0,1.0,1.0,1.0,1.0,1.0
118,Aluminium_production,power,KOR,6,1.0,1.0,1.0,1.0,1.0,1.0
119,Aluminium_production,power,KOR,7,1.0,1.0,1.0,1.0,1.0,1.0
120,Aluminium_production,power,KOR,8,1.0,1.0,1.0,1.0,1.0,1.0
121,Aluminium_production,power,KOR,9,1.0,1.0,1.0,1.0,1.0,1.0
122,Aluminium_production,power,KOR,10,1.0,1.0,1.0,1.0,1.0,1.0
123,Aluminium_production,power,KOR,11,1.0,1.0,1.0,1.0,1.0,1.0
124,Aluminium_production,power,KOR,12,1.0,1.0,1.0,1.0,1.0,1.0
125,Aluminium_production,power,KOR,13,1.0,1.0,1.0,1.0,1.0,1.0
126,Aluminium_production,power,ROE,0,1.0,1.0,1.0,1.0,1.0,1.0
127,Aluminium_production,power,ROE,1,1.0,1.0,1.0,1.0,1.0,1.0
128,Aluminium_production,power,ROE,2,1.0,1.0,1.0,1.0,1.0,1.0
129,Aluminium_production,power,ROE,3,1.0,1.0,1.0,1.0,1.0,1.0
130,Aluminium_production,power,ROE,4,1.0,1.0,1.0,1.0,1.0,1.0
131,Aluminium_production,power,ROE,5,1.0,1.0,1.0,1.0,1.0,1.0
132,Aluminium_production,power,ROE,6,1.0,1.0,1.0,1.0,1.0,1.0
133,Aluminium_production,power,ROE,7,1.0,1.0,1.0,1.0,1.0,1.0
134,Aluminium_production,power,ROE,8,1.0,1.0,1.0,1.0,1.0,1.0
135,Aluminium_production,power,ROE,9,1.0,1.0,1.0,1.0,1.0,1.0
136,Aluminium_production,power,ROE,10,1.0,1.0,1.0,1.0,1.0,1.0
137,Aluminium_production,power,ROE,11,1.0,1.0,1.0,1.0,1.0,1.0
138,Aluminium_production,power,ROE,12,1.0,1.0,1.0,1.0,1.0,1.0
139,Aluminium_production,power,ROE,13,1.0,1.0,1.0,1.0,1.0,1.0
140,Aluminium_production,power,ROW,0,1.0,1.0,1.0,1.0,1.0,1.0
141,Aluminium_production,power,ROW,1,1.0,1.0,1.0,1.0,1.0,1.0
142,Aluminium_production,power,ROW,2,1.0,1.0,1.0,1.0,1.0,1.0
143,Aluminium_production,power,ROW,3,1.0,1.0,1.0,1.0,1.0,1.0
144,Aluminium_production,power,ROW,4,1.0,1.0,1.0,1.0,1.0,1.0
145,Aluminium_production,power,ROW,5,1.0,1.0,1.0,1.0,1.0,1.0
146,Aluminium_production,power,ROW,6,1.0,1.0,1.0,1.0,1.0,1.0
147,Aluminium_production,power,ROW,7,1.0,1.0,1.0,1.0,1.0,1.0
148,Aluminium_production,power,ROW,8,1.0,1.0,1.0,1.0,1.0,1.0
149,Aluminium_production,power,ROW,9,1.0,1.0,1.0,1.0,1.0,1.0
150,Aluminium_production,power,ROW,10,1.0,1.0,1.0,1.0,1.0,1.0
151,Aluminium_production,power,ROW,11,1.0,1.0,1.0,1.0,1.0,1.0
152,Aluminium_production,power,ROW,12,1.0,1.0,1.0,1.0,1.0,1.0
153,Aluminium_production,power,ROW,13,1.0,1.0,1.0,1.0,1.0,1.0
154,Aluminium_production,power,USA,0,1.0,1.0,1.0,1.0,1.0,1.0
155,Aluminium_production,power,USA,1,1.0,1.0,1.0,1.0,1.0,1.0
156,Aluminium_production,power,USA,2,1.0,1.0,1.0,1.0,1.0,1.0
157,Aluminium_production,power,USA,3,1.0,1.0,1.0,1.0,1.0,1.0
158,Aluminium_production,power,USA,4,1.0,1.0,1.0,1.0,1.0,1.0
159,Aluminium_production,power,USA,5,1.0,1.0,1.0,1.0,1.0,1.0
160,Aluminium_production,power,USA,6,1.0,1.0,1.0,1.0,1.0,1.0
161,Aluminium_production,power,USA,7,1.0,1.0,1.0,1.0,1.0,1.0
162,Aluminium_production,power,USA,8,1.0,1.0,1.0,1.0,1.0,1.0
163,Aluminium_production,power,USA,9,1.0,1.0,1.0,1.0,1.0,1.0
164,Aluminium_production,power,USA,10,1.0,1.0,1.0,1.0,1.0,1.0
165,Aluminium_production,power,USA,11,1.0,1.0,1.0,1.0,1.0,1.0
166,Aluminium_production,power,USA,12,1.0,1.0,1.0,1.0,1.0,1.0
167,Aluminium_production,power,USA,13,1.0,1.0,1.0,1.0,1.0,1.0
