,technology,location,value_scenario_,value_scenario_DemandMet,value_scenario_FastDiffusion,value_scenario_Recycling,value_scenario_SelfSuff40,value_scenario_Tariffs
660,Copper_ore_transport,ROW-USA,0.0,0.0,0.0,0.0,0.0,0.0
661,Copper_ore_transport,USA-AUS,0.0,0.0,0.0,0.0,0.0,0.0
662,Copper_ore_transport,USA-AUT,0.0,0.0,0.0,0.0,0.0,0.0
663,Copper_ore_transport,USA-BRA,0.0,0.0,0.0,0.0,0.0,0.0
664,Copper_ore_transport,USA-CHN,0.0,0.0,0.0,0.0,0.0,0.0
665,Copper_ore_transport,USA-CZE,0.0,0.0,0.0,0.0,0.0,0.0
666,Copper_ore_transport,USA-DEU,0.0,0.0,0.0,0.0,0.0,0.0
667,Copper_ore_transport,USA-ITA,0.0,0.0,0.0,0.0,0.0,0.0
668,Copper_ore_transport,USA-JPN,0.0,0.0,0.0,0.0,0.0,0.0
669,Copper_ore_transport,USA-KOR,0.0,0.0,0.0,0.0,0.0,0.0
670,Copper_ore_transport,USA-ROE,0.0,0.0,0.0,0.0,0.0,0.0
671,Copper_ore_transport,USA-ROW,0.0,0.0,0.0,0.0,0.0,0.0
672,Copper_transport,AUS-AUT,0.0,0.0,0.0,0.0,0.0,0.0
673,Copper_transport,AUS-BRA,0.0,0.0,0.0,0.0,0.0,0.0
674,Copper_transport,AUS-CHN,0.0,0.0,0.0,0.0,0.0,0.0
675,Copper_transport,AUS-CZE,0.0,0.0,0.0,0.0,0.0,0.0
676,Copper_transport,AUS-DEU,0.0,0.0,0.0,0.0,0.0,0.0
677,Copper_transport,AUS-ITA,0.0,0.0,0.0,0.0,0.0,0.0
678,Copper_transport,AUS-JPN,0.0,0.0,0.0,0.0,0.0,0.0
679,Copper_transport,AUS-KOR,0.0,0.0,0.0,0.0,0.0,0.0
680,Copper_transport,AUS-ROE,0.0,0.0,0.0,0.0,0.0,0.0
681,Copper_transport,AUS-ROW,0.0,0.0,0.0,0.0,0.0,0.0
682,Copper_transport,AUS-USA,0.0,0.0,0.0,0.0,0.0,0.0
683,Copper_transport,AUT-AUS,0.0,0.0,0.0,0.0,0.0,0.0
684,Copper_transport,AUT-BRA,0.0,0.0,0.0,0.0,0.0,0.0
685,Copper_transport,AUT-CHN,0.0,0.0,0.0,0.0,0.0,0.0
686,Copper_transport,AUT-CZE,0.0,0.0,0.0,0.0,0.0,0.0
687,Copper_transport,AUT-DEU,0.0,0.0,0.0,0.0,0.0,0.0
688,Copper_transport,AUT-ITA,0.0,0.0,0.0,0.0,0.0,0.0
689,Copper_transport,AUT-JPN,0.0,0.0,0.0,0.0,0.0,0.0
690,Copper_transport,AUT-KOR,0.0,0.0,0.0,0.0,0.0,0.0
691,Copper_transport,AUT-ROE,0.0,0.0,0.0,0.0,0.0,0.0
692,Copper_transport,AUT-ROW,0.0,0.0,0.0,0.0,0.0,0.0
693,Copper_transport,AUT-USA,0.0,0.0,0.0,0.0,0.0,0.0
694,Copper_transport,BRA-AUS,0.0,0.0,0.0,0.0,0.0,0.0
695,Copper_transport,BRA-AUT,0.0,0.0,0.0,0.0,0.0,0.0
696,Copper_transport,BRA-CHN,0.0,0.0,0.0,0.0,0.0,0.0
697,Copper_transport,BRA-CZE,0.0,0.0,0.0,0.0,0.0,0.0
698,Copper_transport,BRA-DEU,0.0,0.0,0.0,0.0,0.0,0.0
699,Copper_transport,BRA-ITA,0.0,0.0,0.0,0.0,0.0,0.0
700,Copper_transport,BRA-JPN,0.0,0.0,0.0,0.0,0.0,0.0
701,Copper_transport,BRA-KOR,0.0,0.0,0.0,0.0,0.0,0.0
702,Copper_transport,BRA-ROE,0.0,0.0,0.0,0.0,0.0,0.0
703,Copper_transport,BRA-ROW,0.0,0.0,0.0,0.0,0.0,0.0
704,Copper_transport,BRA-USA,0.0,0.0,0.0,0.0,0.0,0.0
705,Copper_transport,CHN-AUS,0.0,0.0,0.0,0.0,0.0,0.0
706,Copper_transport,CHN-AUT,0.0,0.0,0.0,0.0,0.0,0.0
707,Copper_transport,CHN-BRA,0.0,0.0,0.0,0.0,0.0,0.0
708,Copper_transport,CHN-CZE,0.0,0.0,0.0,0.0,0.0,0.0
709,Copper_transport,CHN-DEU,0.0,0.0,0.0,0.0,0.0,0.0
710,Copper_transport,CHN-ITA,0.0,0.0,0.0,0.0,0.0,0.0
711,Copper_transport,CHN-JPN,0.0,0.0,0.0,0.0,0.0,0.0
712,Copper_transport,CHN-KOR,0.0,0.0,0.0,0.0,0.0,0.0
713,Copper_transport,CHN-ROE,0.0,0.0,0.0,0.0,0.0,0.0
714,Copper_transport,CHN-ROW,0.0,0.0,0.0,0.0,0.0,0.0
715,Copper_transport,CHN-USA,0.0,0.0,0.0,0.0,0.0,0.0
716,Copper_transport,CZE-AUS,0.0,0.0,0.0,0.0,0.0,0.0
717,Copper_transport,CZE-AUT,0.0,0.0,0.0,0.0,0.0,0.0
718,Copper_transport,CZE-BRA,0.0,0.0,0.0,0.0,0.0,0.0
719,Copper_transport,CZE-CHN,0.0,0.0,0.0,0.0,0.0,0.0
720,Copper_transport,CZE-DEU,0.0,0.0,0.0,0.0,0.0,0.0
721,Copper_transport,CZE-ITA,0.0,0.0,0.0,0.0,0.0,0.0
722,Copper_transport,CZE-JPN,0.0,0.0,0.0,0.0,0.0,0.0
723,Copper_transport,CZE-KOR,0.0,0.0,0.0,0.0,0.0,0.0
724,Copper_transport,CZE-ROE,0.0,0.0,0.0,0.0,0.0,0.0
725,Copper_transport,CZE-ROW,0.0,0.0,0.0,0.0,0.0,0.0
726,Copper_transport,CZE-USA,0.0,0.0,0.0,0.0,0.0,0.0
727,Copper_transport,DEU-AUS,0.0,0.0,0.0,0.0,0.0,0.0
728,Copper_transport,DEU-AUT,0.0,0.0,0.0,0.0,0.0,0.0
729,Copper_transport,DEU-BRA,0.0,0.0,0.0,0.0,0.0,0.0
730,Copper_transport,DEU-CHN,0.0,0.0,0.0,0.0,0.0,0.0
731,Copper_transport,DEU-CZE,0.0,0.0,0.0,0.0,0.0,0.0
732,Copper_transport,DEU-ITA,0.0,0.0,0.0,0.0,0.0,0.0
733,Copper_transport,DEU-JPN,0.0,0.0,0.0,0.0,0.0,0.0
734,Copper_transport,DEU-KOR,0.0,0.0,0.0,0.0,0.0,0.0
735,Copper_transport,DEU-ROE,0.0,0.0,0.0,0.0,0.0,0.0
736,Copper_transport,DEU-ROW,0.0,0.0,0.0,0.0,0.0,0.0
737,Copper_transport,DEU-USA,0.0,0.0,0.0,0.0,0.0,0.0
738,Copper_transport,ITA-AUS,0.0,0.0,0.0,0.0,0.0,0.0
739,Copper_transport,ITA-AUT,0.0,0.0,0.0,0.0,0.0,0.0
740,Copper_transport,ITA-BRA,0.0,0.0,0.0,0.0,0.0,0.0
741,Copper_transport,ITA-CHN,0.0,0.0,0.0,0.0,0.0,0.0
742,Copper_transport,ITA-CZE,0.0,0.0,0.0,0.0,0.0,0.0
743,Copper_transport,ITA-DEU,0.0,0.0,0.0,0.0,0.0,0.0
744,Copper_transport,ITA-JPN,0.0,0.0,0.0,0.0,0.0,0.0
745,Copper_transport,ITA-KOR,0.0,0.0,0.0,0.0,0.0,0.0
746,Copper_transport,ITA-ROE,0.0,0.0,0.0,0.0,0.0,0.0
747,Copper_transport,ITA-ROW,0.0,0.0,0.0,0.0,0.0,0.0
748,Copper_transport,ITA-USA,0.0,0.0,0.0,0.0,0.0,0.0
749,Copper_transport,JPN-AUS,0.0,0.0,0.0,0.0,0.0,0.0
750,Copper_transport,JPN-AUT,0.0,0.0,0.0,0.0,0.0,0.0
751,Copper_transport,JPN-BRA,0.0,0.0,0.0,0.0,0.0,0.0
752,Copper_transport,JPN-CHN,0.0,0.0,0.0,0.0,0.0,0.0
753,Copper_transport,JPN-CZE,0.0,0.0,0.0,0.0,0.0,0.0
754,Copper_transport,JPN-DEU,0.0,0.0,0.0,0.0,0.0,0.0
755,Copper_transport,JPN-ITA,0.0,0.0,0.0,0.0,0.0,0.0
756,Copper_transport,JPN-KOR,0.0,0.0,0.0,0.0,0.0,0.0
757,Copper_transport,JPN-ROE,0.0,0.0,0.0,0.0,0.0,0.0
758,Copper_transport,JPN-ROW,0.0,0.0,0.0,0.0,0.0,0.0
759,Copper_transport,JPN-USA,0.0,0.0,0.0,0.0,0.0,0.0
760,Copper_transport,KOR-AUS,0.0,0.0,0.0,0.0,0.0,0.0
761,Copper_transport,KOR-AUT,0.0,0.0,0.0,0.0,0.0,0.0
762,Copper_transport,KOR-BRA,0.0,0.0,0.0,0.0,0.0,0.0
763,Copper_transport,KOR-CHN,0.0,0.0,0.0,0.0,0.0,0.0
764,Copper_transport,KOR-CZE,0.0,0.0,0.0,0.0,0.0,0.0
765,Copper_transport,KOR-DEU,0.0,0.0,0.0,0.0,0.0,0.0
766,Copper_transport,KOR-ITA,0.0,0.0,0.0,0.0,0.0,0.0
767,Copper_transport,KOR-JPN,0.0,0.0,0.0,0.0,0.0,0.0
768,Copper_transport,KOR-ROE,0.0,0.0,0.0,0.0,0.0,0.0
769,Copper_transport,KOR-ROW,0.0,0.0,0.0,0.0,0.0,0.0
770,Copper_transport,KOR-USA,0.0,0.0,0.0,0.0,0.0,0.0
771,Copper_transport,ROE-AUS,0.0,0.0,0.0,0.0,0.0,0.0
772,Copper_transport,ROE-AUT,0.0,0.0,0.0,0.0,0.0,0.0
773,Copper_transport,ROE-BRA,0.0,0.0,0.0,0.0,0.0,0.0
774,Copper_transport,ROE-CHN,0.0,0.0,0.0,0.0,0.0,0.0
775,Copper_transport,ROE-CZE,0.0,0.0,0.0,0.0,0.0,0.0
776,Copper_transport,ROE-DEU,0.0,0.0,0.0,0.0,0.0,0.0
777,Copper_transport,ROE-ITA,0.0,0.0,0.0,0.0,0.0,0.0
778,Copper_transport,ROE-JPN,0.0,0.0,0.0,0.0,0.0,0.0
779,Copper_transport,ROE-KOR,0.0,0.0,0.0,0.0,0.0,0.0
780,Copper_transport,ROE-ROW,0.0,0.0,0.0,0.0,0.0,0.0
781,Copper_transport,ROE-USA,0.0,0.0,0.0,0.0,0.0,0.0
782,Copper_transport,ROW-AUS,0.0,0.0,0.0,0.0,0.0,0.0
783,Copper_transport,ROW-AUT,0.0,0.0,0.0,0.0,0.0,0.0
784,Copper_transport,ROW-BRA,0.0,0.0,0.0,0.0,0.0,0.0
785,Copper_transport,ROW-CHN,0.0,0.0,0.0,0.0,0.0,0.0
786,Copper_transport,ROW-CZE,0.0,0.0,0.0,0.0,0.0,0.0
787,Copper_transport,ROW-DEU,0.0,0.0,0.0,0.0,0.0,0.0
788,Copper_transport,ROW-ITA,0.0,0.0,0.0,0.0,0.0,0.0
789,Copper_transport,ROW-JPN,0.0,0.0,0.0,0.0,0.0,0.0
790,Copper_transport,ROW-KOR,0.0,0.0,0.0,0.0,0.0,0.0
791,Copper_transport,ROW-ROE,0.0,0.0,0.0,0.0,0.0,0.0
792,Copper_transport,ROW-USA,0.0,0.0,0.0,0.0,0.0,0.0
793,Copper_transport,USA-AUS,0.0,0.0,0.0,0.0,0.0,0.0
794,Copper_transport,USA-AUT,0.0,0.0,0.0,0.0,0.0,0.0
795,Copper_transport,USA-BRA,0.0,0.0,0.0,0.0,0.0,0.0
796,Copper_transport,USA-CHN,0.0,0.0,0.0,0.0,0.0,0.0
797,Copper_transport,USA-CZE,0.0,0.0,0.0,0.0,0.0,0.0
798,Copper_transport,USA-DEU,0.0,0.0,0.0,0.0,0.0,0.0
799,Copper_transport,USA-ITA,0.0,0.0,0.0,0.0,0.0,0.0
800,Copper_transport,USA-JPN,0.0,0.0,0.0,0.0,0.0,0.0
801,Copper_transport,USA-KOR,0.0,0.0,0.0,0.0,0.0,0.0
802,Copper_transport,USA-ROE,0.0,0.0,0.0,0.0,0.0,0.0
803,Copper_transport,USA-ROW,0.0,0.0,0.0,0.0,0.0,0.0
804,HEX_transport,AUS-AUT,0.0,0.0,0.0,0.0,0.0,0.0
805,HEX_transport,AUS-BRA,0.0,0.0,0.0,0.0,0.0,0.0
806,HEX_transport,AUS-CHN,0.0,0.0,0.0,0.0,0.0,0.0
807,HEX_transport,AUS-CZE,0.0,0.0,0.0,0.0,0.0,0.0
808,HEX_transport,AUS-DEU,0.0,0.0,0.0,0.0,0.0,0.0
809,HEX_transport,AUS-ITA,0.0,0.0,0.0,0.0,0.0,0.0
810,HEX_transport,AUS-JPN,0.0,0.0,0.0,0.0,0.0,0.0
811,HEX_transport,AUS-KOR,0.0,0.0,0.0,0.0,0.0,0.0
812,HEX_transport,AUS-ROE,0.0,0.0,0.0,0.0,0.0,0.0
813,HEX_transport,AUS-ROW,0.0,0.0,0.0,0.0,0.0,0.0
814,HEX_transport,AUS-USA,0.0,0.0,0.0,0.0,0.0,0.0
815,HEX_transport,AUT-AUS,0.0,0.0,0.0,0.0,0.0,0.0
816,HEX_transport,AUT-BRA,0.0,0.0,0.0,0.0,0.0,0.0
817,HEX_transport,AUT-CHN,0.0,0.0,0.0,0.0,0.0,0.0
818,HEX_transport,AUT-CZE,0.0,0.0,0.0,0.0,0.0,0.0
819,HEX_transport,AUT-DEU,0.0,0.0,0.0,0.0,0.0,0.0
820,HEX_transport,AUT-ITA,0.0,0.0,0.0,0.0,0.0,0.0
821,HEX_transport,AUT-JPN,0.0,0.0,0.0,0.0,0.0,0.0
822,HEX_transport,AUT-KOR,0.0,0.0,0.0,0.0,0.0,0.0
823,HEX_transport,AUT-ROE,0.0,0.0,0.0,0.0,0.0,0.0
824,HEX_transport,AUT-ROW,0.0,0.0,0.0,0.0,0.0,0.0
825,HEX_transport,AUT-USA,0.0,0.0,0.0,0.0,0.0,0.0
826,HEX_transport,BRA-AUS,0.0,0.0,0.0,0.0,0.0,0.0
827,HEX_transport,BRA-AUT,0.0,0.0,0.0,0.0,0.0,0.0
828,HEX_transport,BRA-CHN,0.0,0.0,0.0,0.0,0.0,0.0
829,HEX_transport,BRA-CZE,0.0,0.0,0.0,0.0,0.0,0.0
830,HEX_transport,BRA-DEU,0.0,0.0,0.0,0.0,0.0,0.0
831,HEX_transport,BRA-ITA,0.0,0.0,0.0,0.0,0.0,0.0
832,HEX_transport,BRA-JPN,0.0,0.0,0.0,0.0,0.0,0.0
833,HEX_transport,BRA-KOR,0.0,0.0,0.0,0.0,0.0,0.0
834,HEX_transport,BRA-ROE,0.0,0.0,0.0,0.0,0.0,0.0
835,HEX_transport,BRA-ROW,0.0,0.0,0.0,0.0,0.0,0.0
836,HEX_transport,BRA-USA,0.0,0.0,0.0,0.0,0.0,0.0
837,HEX_transport,CHN-AUS,0.0,0.0,0.0,0.0,0.0,0.0
838,HEX_transport,CHN-AUT,0.0,0.0,0.0,0.0,0.0,0.0
839,HEX_transport,CHN-BRA,0.0,0.0,0.0,0.0,0.0,0.0
840,HEX_transport,CHN-CZE,0.0,0.0,0.0,0.0,0.0,0.0
841,HEX_transport,CHN-DEU,0.0,0.0,0.0,0.0,0.0,0.0
842,HEX_transport,CHN-ITA,0.0,0.0,0.0,0.0,0.0,0.0
843,HEX_transport,CHN-JPN,0.0,0.0,0.0,0.0,0.0,0.0
844,HEX_transport,CHN-KOR,0.0,0.0,0.0,0.0,0.0,0.0
845,HEX_transport,CHN-ROE,0.0,0.0,0.0,0.0,0.0,0.0
846,HEX_transport,CHN-ROW,0.0,0.0,0.0,0.0,0.0,0.0
847,HEX_transport,CHN-USA,0.0,0.0,0.0,0.0,0.0,0.0
848,HEX_transport,CZE-AUS,0.0,0.0,0.0,0.0,0.0,0.0
849,HEX_transport,CZE-AUT,0.0,0.0,0.0,0.0,0.0,0.0
850,HEX_transport,CZE-BRA,0.0,0.0,0.0,0.0,0.0,0.0
851,HEX_transport,CZE-CHN,0.0,0.0,0.0,0.0,0.0,0.0
852,HEX_transport,CZE-DEU,0.0,0.0,0.0,0.0,0.0,0.0
853,HEX_transport,CZE-ITA,0.0,0.0,0.0,0.0,0.0,0.0
854,HEX_transport,CZE-JPN,0.0,0.0,0.0,0.0,0.0,0.0
855,HEX_transport,CZE-KOR,0.0,0.0,0.0,0.0,0.0,0.0
856,HEX_transport,CZE-ROE,0.0,0.0,0.0,0.0,0.0,0.0
857,HEX_transport,CZE-ROW,0.0,0.0,0.0,0.0,0.0,0.0
858,HEX_transport,CZE-USA,0.0,0.0,0.0,0.0,0.0,0.0
859,HEX_transport,DEU-AUS,0.0,0.0,0.0,0.0,0.0,0.0
860,HEX_transport,DEU-AUT,0.0,0.0,0.0,0.0,0.0,0.0
861,HEX_transport,DEU-BRA,0.0,0.0,0.0,0.0,0.0,0.0
862,HEX_transport,DEU-CHN,0.0,0.0,0.0,0.0,0.0,0.0
863,HEX_transport,DEU-CZE,0.0,0.0,0.0,0.0,0.0,0.0
864,HEX_transport,DEU-ITA,0.0,0.0,0.0,0.0,0.0,0.0
865,HEX_transport,DEU-JPN,0.0,0.0,0.0,0.0,0.0,0.0
866,HEX_transport,DEU-KOR,0.0,0.0,0.0,0.0,0.0,0.0
867,HEX_transport,DEU-ROE,0.0,0.0,0.0,0.0,0.0,0.0
868,HEX_transport,DEU-ROW,0.0,0.0,0.0,0.0,0.0,0.0
869,HEX_transport,DEU-USA,0.0,0.0,0.0,0.0,0.0,0.0
870,HEX_transport,ITA-AUS,0.0,0.0,0.0,0.0,0.0,0.0
871,HEX_transport,ITA-AUT,0.0,0.0,0.0,0.0,0.0,0.0
872,HEX_transport,ITA-BRA,0.0,0.0,0.0,0.0,0.0,0.0
873,HEX_transport,ITA-CHN,0.0,0.0,0.0,0.0,0.0,0.0
874,HEX_transport,ITA-CZE,0.0,0.0,0.0,0.0,0.0,0.0
875,HEX_transport,ITA-DEU,0.0,0.0,0.0,0.0,0.0,0.0
876,HEX_transport,ITA-JPN,0.0,0.0,0.0,0.0,0.0,0.0
877,HEX_transport,ITA-KOR,0.0,0.0,0.0,0.0,0.0,0.0
878,HEX_transport,ITA-ROE,0.0,0.0,0.0,0.0,0.0,0.0
879,HEX_transport,ITA-ROW,0.0,0.0,0.0,0.0,0.0,0.0
880,HEX_transport,ITA-USA,0.0,0.0,0.0,0.0,0.0,0.0
881,HEX_transport,JPN-AUS,0.0,0.0,0.0,0.0,0.0,0.0
882,HEX_transport,JPN-AUT,0.0,0.0,0.0,0.0,0.0,0.0
883,HEX_transport,JPN-BRA,0.0,0.0,0.0,0.0,0.0,0.0
884,HEX_transport,JPN-CHN,0.0,0.0,0.0,0.0,0.0,0.0
885,HEX_transport,JPN-CZE,0.0,0.0,0.0,0.0,0.0,0.0
886,HEX_transport,JPN-DEU,0.0,0.0,0.0,0.0,0.0,0.0
887,HEX_transport,JPN-ITA,0.0,0.0,0.0,0.0,0.0,0.0
888,HEX_transport,JPN-KOR,0.0,0.0,0.0,0.0,0.0,0.0
889,HEX_transport,JPN-ROE,0.0,0.0,0.0,0.0,0.0,0.0
890,HEX_transport,JPN-ROW,0.0,0.0,0.0,0.0,0.0,0.0
891,HEX_transport,JPN-USA,0.0,0.0,0.0,0.0,0.0,0.0
892,HEX_transport,KOR-AUS,0.0,0.0,0.0,0.0,0.0,0.0
893,HEX_transport,KOR-AUT,0.0,0.0,0.0,0.0,0.0,0.0
894,HEX_transport,KOR-BRA,0.0,0.0,0.0,0.0,0.0,0.0
895,HEX_transport,KOR-CHN,0.0,0.0,0.0,0.0,0.0,0.0
896,HEX_transport,KOR-CZE,0.0,0.0,0.0,0.0,0.0,0.0
897,HEX_transport,KOR-DEU,0.0,0.0,0.0,0.0,0.0,0.0
898,HEX_transport,KOR-ITA,0.0,0.0,0.0,0.0,0.0,0.0
899,HEX_transport,KOR-JPN,0.0,0.0,0.0,0.0,0.0,0.0
900,HEX_transport,KOR-ROE,0.0,0.0,0.0,0.0,0.0,0.0
901,HEX_transport,KOR-ROW,0.0,0.0,0.0,0.0,0.0,0.0
902,HEX_transport,KOR-USA,0.0,0.0,0.0,0.0,0.0,0.0
903,HEX_transport,ROE-AUS,0.0,0.0,0.0,0.0,0.0,0.0
904,HEX_transport,ROE-AUT,0.0,0.0,0.0,0.0,0.0,0.0
905,HEX_transport,ROE-BRA,0.0,0.0,0.0,0.0,0.0,0.0
906,HEX_transport,ROE-CHN,0.0,0.0,0.0,0.0,0.0,0.0
907,HEX_transport,ROE-CZE,0.0,0.0,0.0,0.0,0.0,0.0
908,HEX_transport,ROE-DEU,0.0,0.0,0.0,0.0,0.0,0.0
909,HEX_transport,ROE-ITA,0.0,0.0,0.0,0.0,0.0,0.0
910,HEX_transport,ROE-JPN,0.0,0.0,0.0,0.0,0.0,0.0
911,HEX_transport,ROE-KOR,0.0,0.0,0.0,0.0,0.0,0.0
912,HEX_transport,ROE-ROW,0.0,0.0,0.0,0.0,0.0,0.0
913,HEX_transport,ROE-USA,0.0,0.0,0.0,0.0,0.0,0.0
914,HEX_transport,ROW-AUS,0.0,0.0,0.0,0.0,0.0,0.0
915,HEX_transport,ROW-AUT,0.0,0.0,0.0,0.0,0.0,0.0
916,HEX_transport,ROW-BRA,0.0,0.0,0.0,0.0,0.0,0.0
917,HEX_transport,ROW-CHN,0.0,0.0,0.0,0.0,0.0,0.0
918,HEX_transport,ROW-CZE,0.0,0.0,0.0,0.0,0.0,0.0
919,HEX_transport,ROW-DEU,0.0,0.0,0.0,0.0,0.0,0.0
920,HEX_transport,ROW-ITA,0.0,0.0,0.0,0.0,0.0,0.0
921,HEX_transport,ROW-JPN,0.0,0.0,0.0,0.0,0.0,0.0
922,HEX_transport,ROW-KOR,0.0,0.0,0.0,0.0,0.0,0.0
923,HEX_transport,ROW-ROE,0.0,0.0,0.0,0.0,0.0,0.0
924,HEX_transport,ROW-USA,0.0,0.0,0.0,0.0,0.0,0.0
925,HEX_transport,USA-AUS,0.0,0.0,0.0,0.0,0.0,0.0
926,HEX_transport,USA-AUT,0.0,0.0,0.0,0.0,0.0,0.0
927,HEX_transport,USA-BRA,0.0,0.0,0.0,0.0,0.0,0.0
928,HEX_transport,USA-CHN,0.0,0.0,0.0,0.0,0.0,0.0
929,HEX_transport,USA-CZE,0.0,0.0,0.0,0.0,0.0,0.0
930,HEX_transport,USA-DEU,0.0,0.0,0.0,0.0,0.0,0.0
931,HEX_transport,USA-ITA,0.0,0.0,0.0,0.0,0.0,0.0
932,HEX_transport,USA-JPN,0.0,0.0,0.0,0.0,0.0,0.0
933,HEX_transport,USA-KOR,0.0,0.0,0.0,0.0,0.0,0.0
934,HEX_transport,USA-ROE,0.0,0.0,0.0,0.0,0.0,0.0
935,HEX_transport,USA-ROW,0.0,0.0,0.0,0.0,0.0,0.0
936,HP_transport,AUS-AUT,0.0,0.0,0.0,0.0,0.0,0.0
937,HP_transport,AUS-BRA,0.0,0.0,0.0,0.0,0.0,0.0
938,HP_transport,AUS-CHN,0.0,0.0,0.0,0.0,0.0,0.0
939,HP_transport,AUS-CZE,0.0,0.0,0.0,0.0,0.0,0.0
940,HP_transport,AUS-DEU,0.0,0.0,0.0,0.0,0.0,0.0
941,HP_transport,AUS-ITA,0.0,0.0,0.0,0.0,0.0,0.0
942,HP_transport,AUS-JPN,0.0,0.0,0.0,0.0,0.0,0.0
943,HP_transport,AUS-KOR,0.0,0.0,0.0,0.0,0.0,0.0
944,HP_transport,AUS-ROE,0.0,0.0,0.0,0.0,0.0,0.0
945,HP_transport,AUS-ROW,0.0,0.0,0.0,0.0,0.0,0.0
946,HP_transport,AUS-USA,0.0,0.0,0.0,0.0,0.0,0.0
947,HP_transport,AUT-AUS,0.0,0.0,0.0,0.0,0.0,0.0
948,HP_transport,AUT-BRA,0.0,0.0,0.0,0.0,0.0,0.0
949,HP_transport,AUT-CHN,0.0,0.0,0.0,0.0,0.0,0.0
950,HP_transport,AUT-CZE,0.0,0.0,0.0,0.0,0.0,0.0
951,HP_transport,AUT-DEU,0.0,0.0,0.0,0.0,0.0,0.0
952,HP_transport,AUT-ITA,0.0,0.0,0.0,0.0,0.0,0.0
953,HP_transport,AUT-JPN,0.0,0.0,0.0,0.0,0.0,0.0
954,HP_transport,AUT-KOR,0.0,0.0,0.0,0.0,0.0,0.0
955,HP_transport,AUT-ROE,0.0,0.0,0.0,0.0,0.0,0.0
956,HP_transport,AUT-ROW,0.0,0.0,0.0,0.0,0.0,0.0
957,HP_transport,AUT-USA,0.0,0.0,0.0,0.0,0.0,0.0
958,HP_transport,BRA-AUS,0.0,0.0,0.0,0.0,0.0,0.0
959,HP_transport,BRA-AUT,0.0,0.0,0.0,0.0,0.0,0.0
960,HP_transport,BRA-CHN,0.0,0.0,0.0,0.0,0.0,0.0
961,HP_transport,BRA-CZE,0.0,0.0,0.0,0.0,0.0,0.0
962,HP_transport,BRA-DEU,0.0,0.0,0.0,0.0,0.0,0.0
963,HP_transport,BRA-ITA,0.0,0.0,0.0,0.0,0.0,0.0
964,HP_transport,BRA-JPN,0.0,0.0,0.0,0.0,0.0,0.0
965,HP_transport,BRA-KOR,0.0,0.0,0.0,0.0,0.0,0.0
966,HP_transport,BRA-ROE,0.0,0.0,0.0,0.0,0.0,0.0
967,HP_transport,BRA-ROW,0.0,0.0,0.0,0.0,0.0,0.0
968,HP_transport,BRA-USA,0.0,0.0,0.0,0.0,0.0,0.0
969,HP_transport,CHN-AUS,0.0,0.0,0.0,0.0,0.0,0.0
970,HP_transport,CHN-AUT,0.0,0.0,0.0,0.0,0.0,0.0
971,HP_transport,CHN-BRA,0.0,0.0,0.0,0.0,0.0,0.0
972,HP_transport,CHN-CZE,0.0,0.0,0.0,0.0,0.0,0.0
973,HP_transport,CHN-DEU,0.0,0.0,0.0,0.0,0.0,0.0
974,HP_transport,CHN-ITA,0.0,0.0,0.0,0.0,0.0,0.0
975,HP_transport,CHN-JPN,0.0,0.0,0.0,0.0,0.0,0.0
976,HP_transport,CHN-KOR,0.0,0.0,0.0,0.0,0.0,0.0
977,HP_transport,CHN-ROE,0.0,0.0,0.0,0.0,0.0,0.0
978,HP_transport,CHN-ROW,0.0,0.0,0.0,0.0,0.0,0.0
979,HP_transport,CHN-USA,0.0,0.0,0.0,0.0,0.0,0.0
980,HP_transport,CZE-AUS,0.0,0.0,0.0,0.0,0.0,0.0
981,HP_transport,CZE-AUT,0.0,0.0,0.0,0.0,0.0,0.0
982,HP_transport,CZE-BRA,0.0,0.0,0.0,0.0,0.0,0.0
983,HP_transport,CZE-CHN,0.0,0.0,0.0,0.0,0.0,0.0
984,HP_transport,CZE-DEU,0.0,0.0,0.0,0.0,0.0,0.0
985,HP_transport,CZE-ITA,0.0,0.0,0.0,0.0,0.0,0.0
986,HP_transport,CZE-JPN,0.0,0.0,0.0,0.0,0.0,0.0
987,HP_transport,CZE-KOR,0.0,0.0,0.0,0.0,0.0,0.0
988,HP_transport,CZE-ROE,0.0,0.0,0.0,0.0,0.0,0.0
989,HP_transport,CZE-ROW,0.0,0.0,0.0,0.0,0.0,0.0
990,HP_transport,CZE-USA,0.0,0.0,0.0,0.0,0.0,0.0
991,HP_transport,DEU-AUS,0.0,0.0,0.0,0.0,0.0,0.0
992,HP_transport,DEU-AUT,0.0,0.0,0.0,0.0,0.0,0.0
993,HP_transport,DEU-BRA,0.0,0.0,0.0,0.0,0.0,0.0
994,HP_transport,DEU-CHN,0.0,0.0,0.0,0.0,0.0,0.0
995,HP_transport,DEU-CZE,0.0,0.0,0.0,0.0,0.0,0.0
996,HP_transport,DEU-ITA,0.0,0.0,0.0,0.0,0.0,0.0
997,HP_transport,DEU-JPN,0.0,0.0,0.0,0.0,0.0,0.0
998,HP_transport,DEU-KOR,0.0,0.0,0.0,0.0,0.0,0.0
999,HP_transport,DEU-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1000,HP_transport,DEU-ROW,0.0,0.0,0.0,0.0,0.0,0.0
