,technology,location,value_scenario_,value_scenario_DemandMet,value_scenario_FastDiffusion,value_scenario_Recycling,value_scenario_SelfSuff40,value_scenario_Tariffs
1001,HP_transport,DEU-USA,0.0,0.0,0.0,0.0,0.0,0.0
1002,HP_transport,ITA-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1003,HP_transport,ITA-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1004,HP_transport,ITA-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1005,HP_transport,ITA-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1006,HP_transport,ITA-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1007,HP_transport,ITA-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1008,HP_transport,ITA-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1009,HP_transport,ITA-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1010,HP_transport,ITA-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1011,HP_transport,ITA-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1012,HP_transport,ITA-USA,0.0,0.0,0.0,0.0,0.0,0.0
1013,HP_transport,JPN-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1014,HP_transport,JPN-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1015,HP_transport,JPN-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1016,HP_transport,JPN-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1017,HP_transport,JPN-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1018,HP_transport,JPN-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1019,HP_transport,JPN-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1020,HP_transport,JPN-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1021,HP_transport,JPN-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1022,HP_transport,JPN-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1023,HP_transport,JPN-USA,0.0,0.0,0.0,0.0,0.0,0.0
1024,HP_transport,KOR-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1025,HP_transport,KOR-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1026,HP_transport,KOR-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1027,HP_transport,KOR-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1028,HP_transport,KOR-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1029,HP_transport,KOR-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1030,HP_transport,KOR-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1031,HP_transport,KOR-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1032,HP_transport,KOR-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1033,HP_transport,KOR-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1034,HP_transport,KOR-USA,0.0,0.0,0.0,0.0,0.0,0.0
1035,HP_transport,ROE-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1036,HP_transport,ROE-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1037,HP_transport,ROE-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1038,HP_transport,ROE-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1039,HP_transport,ROE-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1040,HP_transport,ROE-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1041,HP_transport,ROE-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1042,HP_transport,ROE-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1043,HP_transport,ROE-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1044,HP_transport,ROE-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1045,HP_transport,ROE-USA,0.0,0.0,0.0,0.0,0.0,0.0
1046,HP_transport,ROW-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1047,HP_transport,ROW-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1048,HP_transport,ROW-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1049,HP_transport,ROW-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1050,HP_transport,ROW-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1051,HP_transport,ROW-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1052,HP_transport,ROW-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1053,HP_transport,ROW-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1054,HP_transport,ROW-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1055,HP_transport,ROW-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1056,HP_transport,ROW-USA,0.0,0.0,0.0,0.0,0.0,0.0
1057,HP_transport,USA-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1058,HP_transport,USA-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1059,HP_transport,USA-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1060,HP_transport,USA-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1061,HP_transport,USA-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1062,HP_transport,USA-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1063,HP_transport,USA-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1064,HP_transport,USA-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1065,HP_transport,USA-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1066,HP_transport,USA-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1067,HP_transport,USA-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1068,Iron_transport,AUS-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1069,Iron_transport,AUS-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1070,Iron_transport,AUS-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1071,Iron_transport,AUS-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1072,Iron_transport,AUS-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1073,Iron_transport,AUS-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1074,Iron_transport,AUS-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1075,Iron_transport,AUS-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1076,Iron_transport,AUS-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1077,Iron_transport,AUS-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1078,Iron_transport,AUS-USA,0.0,0.0,0.0,0.0,0.0,0.0
1079,Iron_transport,AUT-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1080,Iron_transport,AUT-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1081,Iron_transport,AUT-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1082,Iron_transport,AUT-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1083,Iron_transport,AUT-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1084,Iron_transport,AUT-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1085,Iron_transport,AUT-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1086,Iron_transport,AUT-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1087,Iron_transport,AUT-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1088,Iron_transport,AUT-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1089,Iron_transport,AUT-USA,0.0,0.0,0.0,0.0,0.0,0.0
1090,Iron_transport,BRA-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1091,Iron_transport,BRA-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1092,Iron_transport,BRA-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1093,Iron_transport,BRA-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1094,Iron_transport,BRA-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1095,Iron_transport,BRA-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1096,Iron_transport,BRA-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1097,Iron_transport,BRA-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1098,Iron_transport,BRA-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1099,Iron_transport,BRA-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1100,Iron_transport,BRA-USA,0.0,0.0,0.0,0.0,0.0,0.0
1101,Iron_transport,CHN-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1102,Iron_transport,CHN-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1103,Iron_transport,CHN-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1104,Iron_transport,CHN-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1105,Iron_transport,CHN-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1106,Iron_transport,CHN-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1107,Iron_transport,CHN-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1108,Iron_transport,CHN-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1109,Iron_transport,CHN-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1110,Iron_transport,CHN-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1111,Iron_transport,CHN-USA,0.0,0.0,0.0,0.0,0.0,0.0
1112,Iron_transport,CZE-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1113,Iron_transport,CZE-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1114,Iron_transport,CZE-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1115,Iron_transport,CZE-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1116,Iron_transport,CZE-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1117,Iron_transport,CZE-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1118,Iron_transport,CZE-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1119,Iron_transport,CZE-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1120,Iron_transport,CZE-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1121,Iron_transport,CZE-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1122,Iron_transport,CZE-USA,0.0,0.0,0.0,0.0,0.0,0.0
1123,Iron_transport,DEU-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1124,Iron_transport,DEU-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1125,Iron_transport,DEU-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1126,Iron_transport,DEU-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1127,Iron_transport,DEU-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1128,Iron_transport,DEU-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1129,Iron_transport,DEU-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1130,Iron_transport,DEU-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1131,Iron_transport,DEU-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1132,Iron_transport,DEU-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1133,Iron_transport,DEU-USA,0.0,0.0,0.0,0.0,0.0,0.0
1134,Iron_transport,ITA-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1135,Iron_transport,ITA-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1136,Iron_transport,ITA-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1137,Iron_transport,ITA-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1138,Iron_transport,ITA-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1139,Iron_transport,ITA-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1140,Iron_transport,ITA-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1141,Iron_transport,ITA-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1142,Iron_transport,ITA-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1143,Iron_transport,ITA-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1144,Iron_transport,ITA-USA,0.0,0.0,0.0,0.0,0.0,0.0
1145,Iron_transport,JPN-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1146,Iron_transport,JPN-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1147,Iron_transport,JPN-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1148,Iron_transport,JPN-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1149,Iron_transport,JPN-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1150,Iron_transport,JPN-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1151,Iron_transport,JPN-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1152,Iron_transport,JPN-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1153,Iron_transport,JPN-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1154,Iron_transport,JPN-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1155,Iron_transport,JPN-USA,0.0,0.0,0.0,0.0,0.0,0.0
1156,Iron_transport,KOR-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1157,Iron_transport,KOR-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1158,Iron_transport,KOR-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1159,Iron_transport,KOR-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1160,Iron_transport,KOR-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1161,Iron_transport,KOR-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1162,Iron_transport,KOR-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1163,Iron_transport,KOR-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1164,Iron_transport,KOR-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1165,Iron_transport,KOR-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1166,Iron_transport,KOR-USA,0.0,0.0,0.0,0.0,0.0,0.0
1167,Iron_transport,ROE-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1168,Iron_transport,ROE-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1169,Iron_transport,ROE-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1170,Iron_transport,ROE-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1171,Iron_transport,ROE-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1172,Iron_transport,ROE-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1173,Iron_transport,ROE-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1174,Iron_transport,ROE-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1175,Iron_transport,ROE-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1176,Iron_transport,ROE-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1177,Iron_transport,ROE-USA,0.0,0.0,0.0,0.0,0.0,0.0
1178,Iron_transport,ROW-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1179,Iron_transport,ROW-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1180,Iron_transport,ROW-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1181,Iron_transport,ROW-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1182,Iron_transport,ROW-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1183,Iron_transport,ROW-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1184,Iron_transport,ROW-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1185,Iron_transport,ROW-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1186,Iron_transport,ROW-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1187,Iron_transport,ROW-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1188,Iron_transport,ROW-USA,0.0,0.0,0.0,0.0,0.0,0.0
1189,Iron_transport,USA-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1190,Iron_transport,USA-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1191,Iron_transport,USA-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1192,Iron_transport,USA-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1193,Iron_transport,USA-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1194,Iron_transport,USA-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1195,Iron_transport,USA-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1196,Iron_transport,USA-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1197,Iron_transport,USA-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1198,Iron_transport,USA-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1199,Iron_transport,USA-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1200,Nickel_transport,AUS-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1201,Nickel_transport,AUS-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1202,Nickel_transport,AUS-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1203,Nickel_transport,AUS-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1204,Nickel_transport,AUS-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1205,Nickel_transport,AUS-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1206,Nickel_transport,AUS-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1207,Nickel_transport,AUS-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1208,Nickel_transport,AUS-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1209,Nickel_transport,AUS-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1210,Nickel_transport,AUS-USA,0.0,0.0,0.0,0.0,0.0,0.0
1211,Nickel_transport,AUT-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1212,Nickel_transport,AUT-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1213,Nickel_transport,AUT-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1214,Nickel_transport,AUT-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1215,Nickel_transport,AUT-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1216,Nickel_transport,AUT-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1217,Nickel_transport,AUT-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1218,Nickel_transport,AUT-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1219,Nickel_transport,AUT-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1220,Nickel_transport,AUT-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1221,Nickel_transport,AUT-USA,0.0,0.0,0.0,0.0,0.0,0.0
1222,Nickel_transport,BRA-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1223,Nickel_transport,BRA-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1224,Nickel_transport,BRA-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1225,Nickel_transport,BRA-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1226,Nickel_transport,BRA-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1227,Nickel_transport,BRA-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1228,Nickel_transport,BRA-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1229,Nickel_transport,BRA-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1230,Nickel_transport,BRA-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1231,Nickel_transport,BRA-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1232,Nickel_transport,BRA-USA,0.0,0.0,0.0,0.0,0.0,0.0
1233,Nickel_transport,CHN-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1234,Nickel_transport,CHN-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1235,Nickel_transport,CHN-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1236,Nickel_transport,CHN-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1237,Nickel_transport,CHN-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1238,Nickel_transport,CHN-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1239,Nickel_transport,CHN-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1240,Nickel_transport,CHN-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1241,Nickel_transport,CHN-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1242,Nickel_transport,CHN-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1243,Nickel_transport,CHN-USA,0.0,0.0,0.0,0.0,0.0,0.0
1244,Nickel_transport,CZE-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1245,Nickel_transport,CZE-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1246,Nickel_transport,CZE-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1247,Nickel_transport,CZE-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1248,Nickel_transport,CZE-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1249,Nickel_transport,CZE-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1250,Nickel_transport,CZE-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1251,Nickel_transport,CZE-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1252,Nickel_transport,CZE-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1253,Nickel_transport,CZE-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1254,Nickel_transport,CZE-USA,0.0,0.0,0.0,0.0,0.0,0.0
1255,Nickel_transport,DEU-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1256,Nickel_transport,DEU-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1257,Nickel_transport,DEU-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1258,Nickel_transport,DEU-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1259,Nickel_transport,DEU-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1260,Nickel_transport,DEU-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1261,Nickel_transport,DEU-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1262,Nickel_transport,DEU-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1263,Nickel_transport,DEU-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1264,Nickel_transport,DEU-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1265,Nickel_transport,DEU-USA,0.0,0.0,0.0,0.0,0.0,0.0
1266,Nickel_transport,ITA-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1267,Nickel_transport,ITA-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1268,Nickel_transport,ITA-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1269,Nickel_transport,ITA-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1270,Nickel_transport,ITA-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1271,Nickel_transport,ITA-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1272,Nickel_transport,ITA-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1273,Nickel_transport,ITA-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1274,Nickel_transport,ITA-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1275,Nickel_transport,ITA-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1276,Nickel_transport,ITA-USA,0.0,0.0,0.0,0.0,0.0,0.0
1277,Nickel_transport,JPN-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1278,Nickel_transport,JPN-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1279,Nickel_transport,JPN-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1280,Nickel_transport,JPN-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1281,Nickel_transport,JPN-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1282,Nickel_transport,JPN-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1283,Nickel_transport,JPN-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1284,Nickel_transport,JPN-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1285,Nickel_transport,JPN-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1286,Nickel_transport,JPN-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1287,Nickel_transport,JPN-USA,0.0,0.0,0.0,0.0,0.0,0.0
1288,Nickel_transport,KOR-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1289,Nickel_transport,KOR-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1290,Nickel_transport,KOR-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1291,Nickel_transport,KOR-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1292,Nickel_transport,KOR-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1293,Nickel_transport,KOR-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1294,Nickel_transport,KOR-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1295,Nickel_transport,KOR-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1296,Nickel_transport,KOR-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1297,Nickel_transport,KOR-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1298,Nickel_transport,KOR-USA,0.0,0.0,0.0,0.0,0.0,0.0
1299,Nickel_transport,ROE-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1300,Nickel_transport,ROE-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1301,Nickel_transport,ROE-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1302,Nickel_transport,ROE-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1303,Nickel_transport,ROE-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1304,Nickel_transport,ROE-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1305,Nickel_transport,ROE-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1306,Nickel_transport,ROE-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1307,Nickel_transport,ROE-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1308,Nickel_transport,ROE-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1309,Nickel_transport,ROE-USA,0.0,0.0,0.0,0.0,0.0,0.0
1310,Nickel_transport,ROW-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1311,Nickel_transport,ROW-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1312,Nickel_transport,ROW-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1313,Nickel_transport,ROW-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1314,Nickel_transport,ROW-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1315,Nickel_transport,ROW-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1316,Nickel_transport,ROW-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1317,Nickel_transport,ROW-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1318,Nickel_transport,ROW-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1319,Nickel_transport,ROW-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1320,Nickel_transport,ROW-USA,0.0,0.0,0.0,0.0,0.0,0.0
1321,Nickel_transport,USA-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1322,Nickel_transport,USA-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1323,Nickel_transport,USA-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1324,Nickel_transport,USA-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1325,Nickel_transport,USA-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1326,Nickel_transport,USA-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1327,Nickel_transport,USA-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1328,Nickel_transport,USA-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1329,Nickel_transport,USA-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1330,Nickel_transport,USA-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1331,Nickel_transport,USA-ROW,0.0,0.0,0.0,0.0,0.0,0.0
