,technology,edge,time_operation,value_scenario_,value_scenario_DemandMet,value_scenario_FastDiffusion,value_scenario_Recycling,value_scenario_SelfSuff40,value_scenario_Tariffs
257,Aluminium_transport,AUT-KOR,5,0.0,0.0,0.0,0.0,0.0,0.0
258,Aluminium_transport,AUT-KOR,6,0.0,0.0,0.0,0.0,0.0,0.0
259,Aluminium_transport,AUT-KOR,7,0.0,0.0,0.0,0.0,0.0,0.0
260,Aluminium_transport,AUT-KOR,8,0.0,0.0,0.0,0.0,0.0,0.0
261,Aluminium_transport,AUT-KOR,9,0.0,0.0,0.0,0.0,0.0,0.0
262,Aluminium_transport,AUT-KOR,10,0.0,0.0,0.0,0.0,0.0,0.0
263,Aluminium_transport,AUT-KOR,11,0.0,0.0,0.0,0.0,0.0,0.0
264,Aluminium_transport,AUT-KOR,12,0.0,0.0,0.0,0.0,0.0,0.0
265,Aluminium_transport,AUT-KOR,13,0.0,0.0,0.0,0.0,0.0,0.0
266,Aluminium_transport,AUT-ROE,0,0.0,0.0,0.0,0.0,0.0,0.0
267,Aluminium_transport,AUT-ROE,1,0.0,0.0,0.0,0.0,0.0,0.0
268,Aluminium_transport,AUT-ROE,2,0.0,0.0,0.0,0.0,0.0,0.0
269,Aluminium_transport,AUT-ROE,3,0.0,0.0,0.0,0.0,0.0,0.0
270,Aluminium_transport,AUT-ROE,4,0.0,0.0,0.0,0.0,0.0,0.0
271,Aluminium_transport,AUT-ROE,5,0.0,0.0,0.0,0.0,0.0,0.0
272,Aluminium_transport,AUT-ROE,6,0.0,0.0,0.0,0.0,0.0,0.0
273,Aluminium_transport,AUT-ROE,7,0.0,0.0,0.0,0.0,0.0,0.0
274,Aluminium_transport,AUT-ROE,8,0.0,0.0,0.0,0.0,0.0,0.0
275,Aluminium_transport,AUT-ROE,9,0.0,0.0,0.0,0.0,0.0,0.0
276,Aluminium_transport,AUT-ROE,10,0.0,0.0,0.0,0.0,0.0,0.0
277,Aluminium_transport,AUT-ROE,11,0.0,0.0,0.0,0.0,0.0,0.0
278,Aluminium_transport,AUT-ROE,12,0.0,0.0,0.0,0.0,0.0,0.0
279,Aluminium_transport,AUT-ROE,13,0.0,0.0,0.0,0.0,0.0,0.0
280,Aluminium_transport,AUT-ROW,0,0.0,0.0,0.0,0.0,0.0,0.0
281,Aluminium_transport,AUT-ROW,1,0.0,0.0,0.0,0.0,0.0,0.0
282,Aluminium_transport,AUT-ROW,2,0.0,0.0,0.0,0.0,0.0,0.0
283,Aluminium_transport,AUT-ROW,3,0.0,0.0,0.0,0.0,0.0,0.0
284,Aluminium_transport,AUT-ROW,4,0.0,0.0,0.0,0.0,0.0,0.0
285,Aluminium_transport,AUT-ROW,5,0.0,0.0,0.0,0.0,0.0,0.0
