location,time_operation,lcohp,scenario
ITA,3,194.35865389143973,S1
ITA,4,192.87169749434105,S1
ITA,5,192.33588186046006,S1
ITA,6,197.07934642429714,S1
ITA,7,205.06384038922002,S1
ITA,8,206.11508407815907,S1
ITA,9,198.21192409816953,S1
ITA,10,180.8077981306655,S1
ITA,11,219.4434996370265,S1
ITA,12,263.5476237001937,S1
ITA,13,240.73657263656418,S1
JPN,0,484.88274403005585,S1
JPN,1,481.8680687051758,S1
JPN,2,477.3041726012797,S1
JPN,3,413.9413028101526,S1
JPN,4,409.44103109294275,S1
JPN,5,403.104437659638,S1
JPN,6,402.2191855323108,S1
JPN,7,405.47174410615236,S1
JPN,8,365.3330885858338,S1
JPN,9,295.38631905192625,S1
JPN,10,214.04354855995075,S1
JPN,11,201.26614730534388,S1
JPN,12,217.02305341444173,S1
JPN,13,224.88998059926033,S1
KOR,0,533.2731309307436,S1
KOR,1,429.7519649171071,S1
KOR,2,344.32355340225456,S1
KOR,3,293.30521405117986,S1
KOR,4,265.7667342587861,S1
KOR,5,266.28319265754584,S1
KOR,6,241.10210498457855,S1
KOR,7,239.5553206880387,S1
KOR,8,237.69209536306423,S1
KOR,9,241.84655964005927,S1
KOR,10,265.23313379299606,S1
KOR,11,217.0419884637766,S1
KOR,12,215.980939389334,S1
KOR,13,215.15908382456735,S1
ROE,0,252.89730063370968,S1
ROE,1,223.94365202460907,S1
ROE,2,216.39878156424192,S1
ROE,3,209.52973857977983,S1
ROE,4,198.93600421489566,S1
ROE,5,195.3211003363745,S1
ROE,6,182.399013847152,S1
ROE,7,191.01445507636237,S1
ROE,8,170.0821754043023,S1
ROE,9,174.8419149990421,S1
ROE,10,175.28000457911014,S1
ROE,11,259.783856723302,S1
ROE,12,236.58363363333288,S1
ROE,13,225.94875423541785,S1
ROW,0,400.7353866785664,S1
ROW,1,327.9148267226355,S1
ROW,2,310.0237979223041,S1
ROW,3,296.54761254563635,S1
ROW,4,285.48349342434574,S1
ROW,5,246.80360086043862,S1
ROW,6,234.03050524911748,S1
ROW,7,223.40326571717648,S1
ROW,8,207.31499410437442,S1
ROW,9,189.1875677265012,S1
ROW,10,186.555863633828,S1
ROW,11,249.80040901452185,S1
ROW,12,179.81607029428585,S1
ROW,13,182.1491240100187,S1
USA,0,195.9865232718165,S1
USA,1,195.46769429083142,S1
USA,2,191.65806521579842,S1
USA,3,181.0583294349524,S1
USA,4,201.05273632870345,S1
USA,5,200.39020467960546,S1
USA,6,199.06214722698286,S1
USA,7,195.49159486727729,S1
USA,8,180.87929053843317,S1
USA,9,194.8751570245432,S1
USA,10,209.12833684520456,S1
USA,11,182.12666593787364,S1
USA,12,171.62122983449387,S1
USA,13,159.84486752142516,S1
