location,commodity,time_operation,opex_production,amount_produced,production_cost_per_unit,opex_transport,amount_imported,per_unit_import_cost,weighted_cost_per_unit,total_cost,production_to_import_ratio,scenario
AUT,Bauxite,13,1.2264000000000002,0.04,30.660000000000004,580.4116704,78.52,38.05189595517066,38.013164383775575,2986.3141939894094,0.0005094243504839531,S3
AUT,Compressor,0,0.0,0.0,,1353.598704,0.4,81383.99676,81383.99676,32553.598704,0.0,S3
AUT,Compressor,1,0.0,0.0,,5075.99514,1.5,79183.99676,79183.99676,118775.99514,0.0,S3
AUT,Compressor,2,0.0,0.0,,5075.99514,1.5,77283.99676,77283.99676,115925.99514,0.0,S3
AUT,Compressor,3,0.0,0.0,,5075.99514,1.5,75483.99676,75483.99676,113225.99514,0.0,S3
AUT,Compressor,4,0.0,0.0,,5075.99514,1.5,73783.99676,73783.99676,110675.99514,0.0,S3
AUT,Compressor,5,0.0,0.0,,5075.99514,1.5,72083.99676,72083.99676,108125.99514,0.0,S3
AUT,Compressor,6,0.0,0.0,,5075.99514,1.5,70383.99676,70383.99676,105575.99514,0.0,S3
AUT,Compressor,7,0.0,0.0,,5075.99514,1.5,68783.99676,68783.99676,103175.99514,0.0,S3
AUT,Compressor,8,0.0,0.0,,5075.99514,1.5,67183.99676,67183.99676,100775.99514,0.0,S3
AUT,Compressor,9,0.0,0.0,,5472.59279227848,1.617198,65583.99676,65583.99676,106062.30839227847,0.0,S3
AUT,Compressor,10,0.0,0.0,,7603.874559687647,2.2470100000000137,64083.99676,64083.99676,143997.38155968848,0.0,S3
AUT,Compressor,11,0.0,0.0,,7603.874559687647,2.2470100000000137,62583.99676,62583.99676,140626.86655968847,0.0,S3
AUT,Compressor,12,0.0,0.0,,7603.874559687647,2.2470100000000137,61183.996759999995,61183.996759999995,137481.05255968843,0.0,S3
AUT,Compressor,13,0.0,0.0,,7603.874559687647,2.2470100000000137,59783.996759999995,59783.996759999995,134335.2385596884,0.0,S3
AUT,Copper,0,1404.8013201,5.35,262.57968600000004,25.8824,0.0,,262.57968600000004,1404.8013201,,S3
AUT,Copper,0,0.0,0.0,,25.8824,0.0,,,0.0,,S3
AUT,Copper,1,1404.8013201,5.35,262.57968600000004,25.8824,0.0,,262.57968600000004,1404.8013201,,S3
AUT,Copper,1,0.0,0.0,,25.8824,0.0,,,0.0,,S3
AUT,Copper,2,1404.8013201,5.35,262.57968600000004,25.8824,0.0,,262.57968600000004,1404.8013201,,S3
AUT,Copper,2,0.0,0.0,,25.8824,0.0,,,0.0,,S3
AUT,Copper,3,1404.8013201,5.35,262.57968600000004,25.8824,0.0,,262.57968600000004,1404.8013201,,S3
AUT,Copper,3,70.50048,0.2,352.50239999999997,25.8824,0.0,,352.50239999999997,70.50048,,S3
AUT,Copper,4,1404.8013201,5.35,262.57968600000004,25.8824,0.0,,262.57968600000004,1404.8013201,,S3
AUT,Copper,4,70.50048,0.2,352.50239999999997,25.8824,0.0,,352.50239999999997,70.50048,,S3
AUT,Copper,5,1404.8013201,5.35,262.57968600000004,25.8824,0.0,,262.57968600000004,1404.8013201,,S3
AUT,Copper,5,70.50048,0.2,352.50239999999997,25.8824,0.0,,352.50239999999997,70.50048,,S3
AUT,Copper,6,1404.8013201,5.35,262.57968600000004,25.8824,0.0,,262.57968600000004,1404.8013201,,S3
AUT,Copper,6,70.50048,0.2,352.50239999999997,25.8824,0.0,,352.50239999999997,70.50048,,S3
AUT,Copper,7,1404.8013201,5.35,262.57968600000004,25.8824,0.0,,262.57968600000004,1404.8013201,,S3
AUT,Copper,7,70.50048,0.2,352.50239999999997,25.8824,0.0,,352.50239999999997,70.50048,,S3
AUT,Copper,8,1404.8013201,5.35,262.57968600000004,25.8824,0.0,,262.57968600000004,1404.8013201,,S3
AUT,Copper,8,70.50048,0.2,352.50239999999997,25.8824,0.0,,352.50239999999997,70.50048,,S3
AUT,Copper,9,1404.8013201,5.35,262.57968600000004,25.8824,0.0,,262.57968600000004,1404.8013201,,S3
AUT,Copper,9,70.50048,0.2,352.50239999999997,25.8824,0.0,,352.50239999999997,70.50048,,S3
AUT,Copper,10,1404.8013201,5.35,262.57968600000004,25.8824,0.0,,262.57968600000004,1404.8013201,,S3
AUT,Copper,10,70.50048,0.2,352.50239999999997,25.8824,0.0,,352.50239999999997,70.50048,,S3
AUT,Copper,11,1404.8013201,5.35,262.57968600000004,25.8824,0.0,,262.57968600000004,1404.8013201,,S3
AUT,Copper,11,70.50048,0.2,352.50239999999997,25.8824,0.0,,352.50239999999997,70.50048,,S3
AUT,Copper,12,1404.8013201,5.35,262.57968600000004,25.8824,0.0,,262.57968600000004,1404.8013201,,S3
AUT,Copper,12,70.50048,0.2,352.50239999999997,25.8824,0.0,,352.50239999999997,70.50048,,S3
AUT,Copper,13,1404.8013201,5.35,262.57968600000004,25.8824,0.0,,262.57968600000004,1404.8013201,,S3
AUT,Copper,13,70.50048,0.2,352.50239999999997,25.8824,0.0,,352.50239999999997,70.50048,,S3
AUT,Copper_ore,0,0.0,0.0,,22.0138,2.0,11.0069,11.0069,22.0138,0.0,S3
AUT,Copper_ore,1,0.0,0.0,,22.0138,2.0,11.0069,11.0069,22.0138,0.0,S3
AUT,Copper_ore,2,0.0,0.0,,22.0138,2.0,11.0069,11.0069,22.0138,0.0,S3
AUT,Copper_ore,3,762.4949280000001,0.2,3812.4746400000004,22.0138,2.0,1986.2555,1673.0415259504132,3680.691357090909,0.1,S3
AUT,Copper_ore,4,762.4949280000001,0.2,3812.4746400000004,22.0138,2.0,1986.2555,1673.0415259504132,3680.691357090909,0.1,S3
AUT,Copper_ore,5,762.4949280000001,0.2,3812.4746400000004,22.0138,2.0,1986.2555,1673.0415259504132,3680.691357090909,0.1,S3
AUT,Copper_ore,6,762.4949280000001,0.2,3812.4746400000004,22.0138,1.0,3972.511,2864.5902677777776,3437.5083213333332,0.2,S3
AUT,Copper_ore,7,762.4949280000001,0.2,3812.4746400000004,22.0138,1.584999999999999,3634.533151671924,2913.5619840278073,5200.708141489633,0.12618296529968462,S3
AUT,Copper_ore,8,762.4949280000001,0.2,3812.4746400000004,22.0138,1.584999999999999,3634.533151671924,2913.5619840278073,5200.708141489633,0.12618296529968462,S3
AUT,Copper_ore,9,762.4949280000001,0.2,3812.4746400000004,22.0138,2.064339819999999,3500.3819123339954,2939.0837665659715,6655.084406950911,0.09688327380130667,S3
AUT,Copper_ore,10,762.4949280000001,0.2,3812.4746400000004,22.0138,4.640270900000055,3254.1346840092256,2997.2781075978082,14507.638003412905,0.043100931887402875,S3
AUT,Copper_ore,11,762.4949280000001,0.2,3812.4746400000004,22.0138,4.640270900000055,3254.1346840092256,2997.2781075978082,14507.638003412905,0.043100931887402875,S3
