location,time_operation,lcohp,scenario
USA,1,195.46769429083142,S4
USA,2,191.65806521579842,S4
USA,3,181.0583294349524,S4
USA,4,201.05273632867898,S4
USA,5,200.3902046795892,S4
USA,6,199.06214722698286,S4
USA,7,195.49159486727729,S4
USA,8,180.87929053843317,S4
USA,9,194.8751570245432,S4
USA,10,209.07532649077268,S4
USA,11,182.23454771926285,S4
USA,12,171.7665701266847,S4
USA,13,161.40870889333564,S4
